Mean488,Mean560,Cell Status
851.24,11484.48,Dead
685.24,292.87,Dead
842.2,11241.03,Dead
608.69,1097.28,Dead
1022.88,21654.88,Dead
1006.24,17873.58,Dead
869.52,292.91,Dead
925.28,286.24,Dead
905.85,11631.28,Dead
978.3,298.18,Dead
1177.86,13722.49,Dead
1101.52,320.69,Dead
881.13,10321.88,Dead
867.72,11593.93,Dead
747.73,544.72,Dead
650.73,4130.78,Dead
899.71,14142.06,Dead
1105.5,8024.68,Dead
1033.8,323.2,Dead
1115.03,356.84,Dead
1054.25,20457.12,Dead
1126.57,22623.84,Dead
920.19,13036.11,Dead
648,295.6,Dead
845.62,14766.09,Dead
1081.99,16989.96,Dead
893.01,12659.51,Dead
981.11,16316.09,Dead
950.83,13790.27,Dead
997.37,14109.95,Dead
1034.31,337.21,Dead
984.07,6550.49,Dead
877.76,11451.73,Dead
921.02,11565.24,Dead
887.62,11384.56,Dead
941.79,12801.16,Dead
825.37,10243.28,Dead
846.19,8133.19,Dead
999.08,13244.85,Dead
798.25,2940.48,Dead
1137.01,21413.74,Dead
1044.89,312.84,Dead
985.72,12146.57,Dead
1156.97,18119.63,Dead
788.68,7676.68,Dead
1240.55,9674.56,Dead
838.08,10819.84,Dead
899.63,12410.21,Dead
984.04,15797.21,Dead
1048.04,12713.06,Dead
985.82,15071.14,Dead
843.04,11993.05,Dead
830.38,9826.24,Dead
1217.68,352.13,Dead
1151.2,337.99,Dead
956.12,12917.34,Dead
939.37,14973.88,Dead
1136.29,323.66,Dead
1281.23,29028.61,Dead
863.36,11456.41,Dead
1015.76,15769.97,Dead
1210.2,340.32,Dead
1000.87,317.43,Dead
926.4,9430.05,Dead
1196.54,17399.69,Dead
894.09,325.92,Dead
521.08,251.76,Dead
999.67,16381.76,Dead
1263.95,28537.89,Dead
1024.82,18179.49,Dead
1096.85,15978.04,Dead
1032.51,15336.2,Dead
500.07,237.61,Dead
1118.83,18442,Dead
1396.68,7604.12,Dead
916.73,14687.41,Dead
1265.68,351.48,Dead
985.75,15145.56,Dead
806.93,291.77,Dead
499.38,1657.63,Dead
1559.2,8185.2,Dead
946.91,13009.15,Dead
1012.92,16973.94,Dead
673.17,266.65,Dead
1133.36,11192.76,Dead
924.7,11606.79,Dead
1035.41,342.68,Dead
1012.88,15911,Dead
825.6,10760.26,Dead
992.73,17372.26,Dead
1034,19810.53,Dead
1020.61,9984.9,Dead
956.19,15024.91,Dead
672.52,3910.66,Dead
852.71,9307.28,Dead
1045.12,15592.83,Dead
585.65,251.05,Dead
1499.44,12023.85,Dead
698.18,7918.1,Dead
945.6,13993.01,Dead
952.83,11711.05,Dead
981.01,13987.85,Dead
704.63,317.85,Dead
1110.5,17965.33,Dead
1483.79,373.75,Dead
983.74,13581.36,Dead
892.32,9814.46,Dead
998.17,13597.26,Dead
883.32,9581.79,Dead
978.44,12087.24,Dead
840.36,11775.19,Dead
850.61,12288.13,Dead
897.74,10318.02,Dead
572.38,275.13,Dead
1029.23,16348.72,Dead
879.77,10928.11,Dead
887.81,11743.68,Dead
955.7,289.79,Dead
1189.51,305.88,Dead
966.04,15203.52,Dead
875.97,11967.3,Dead
1032.87,13803.49,Dead
838.39,9636.53,Dead
929.5,10896.2,Dead
968.33,14391.96,Dead
1286.36,15722,Dead
1001.08,9606.12,Dead
990.94,16040.79,Dead
1179.1,297.72,Dead
971.56,12092.32,Dead
1078.59,15005.71,Dead
628.41,3319.3,Dead
1125.24,17417.73,Dead
1691.59,20950.48,Dead
913.19,9684.2,Dead
1115.76,17079,Dead
560.87,240.29,Dead
933.09,11040.07,Dead
756.66,288.23,Dead
1034.17,13474.34,Dead
900.22,10954.59,Dead
1264.23,387.34,Dead
1071.6,13510.57,Dead
1000.99,14489.76,Dead
904.92,13371.55,Dead
1382.72,378.84,Dead
680.29,265.6,Dead
866.1,284.49,Dead
1086.81,20095.97,Dead
608.34,253,Dead
1402.61,1151.97,Dead
854.91,12052.78,Dead
713.3,7029.96,Dead
965.28,10495.94,Dead
937,6313.31,Dead
591.64,245.12,Dead
1022.11,17052.76,Dead
989.07,11114.23,Dead
1159.31,18314.08,Dead
980.13,15391.41,Dead
1357.87,385.85,Dead
962.12,13008.37,Dead
732.98,282.04,Dead
854.24,4049.08,Dead
1069.76,15104.65,Dead
1028.7,13216.95,Dead
1571.44,392.77,Dead
970.84,14006.29,Dead
767.43,8194.19,Dead
1027.46,11323.39,Dead
945.56,9806.86,Dead
936.36,9837.43,Dead
993.19,11926.89,Dead
1001.37,6796.36,Dead
1065.95,16621.41,Dead
1374.47,311.91,Dead
954.24,12086.7,Dead
650.12,252.02,Dead
877.25,11094.37,Dead
609.99,251.96,Dead
895.16,12843.89,Dead
650.58,260.65,Dead
1008.84,14820.6,Dead
1055.31,14295.94,Dead
504.94,233.48,Dead
642.7,5552.93,Dead
508.77,3841.72,Dead
461.92,2515.4,Dead
598.44,3044.95,Dead
509.24,3351.98,Dead
557.56,5989.92,Dead
504.06,2970.22,Dead
578.2,3581.36,Dead
997.79,256.84,Dead
533.76,5504.93,Dead
580.69,4717.5,Dead
535.32,3932.82,Dead
494.48,3173.45,Dead
501.67,2527.5,Dead
936.8,6363.61,Dead
532.42,4376.94,Dead
619.31,5966.75,Dead
564.17,5549,Dead
506.31,2811.19,Dead
561.14,234.39,Dead
627.03,2702.84,Dead
510.01,214.04,Dead
541.6,2123.34,Dead
596.8,2472.41,Dead
499.34,2562.32,Dead
557.14,3208.66,Dead
645.3,6754.39,Dead
564.58,3281.43,Dead
558.76,5225.76,Dead
460.47,1859.65,Dead
656.6,1574.51,Dead
705.23,8632.24,Dead
537.65,3214.62,Dead
569.62,4347.26,Dead
648.37,7239.52,Dead
593.71,3037.26,Dead
607.78,3730.05,Dead
800.72,7402.74,Dead
482.53,2564.08,Dead
575.21,5881.08,Dead
590.83,4992.62,Dead
606.81,5491.62,Dead
605.65,5815.57,Dead
608.96,4882.71,Dead
666.27,4677.5,Dead
560.05,3571.29,Dead
667.37,7001.53,Dead
615.17,5803.75,Dead
572.72,3601.8,Dead
526.56,3713.04,Dead
613.99,5510.92,Dead
783.29,12378.23,Dead
751.8,242.26,Dead
550.89,4135.07,Dead
635.23,6041.05,Dead
1158.26,298.17,Dead
509.87,3292.9,Dead
554.8,3834.8,Dead
608.66,3562.4,Dead
648.29,235.86,Dead
598.77,245.08,Dead
708.72,234.08,Dead
669.55,6166.51,Dead
644.48,4665.74,Dead
576.88,4466.71,Dead
664.04,7029.44,Dead
668.02,7030.52,Dead
574.04,3887.37,Dead
644.69,6340.62,Dead
615.51,1951.4,Dead
594.68,4427.54,Dead
599.07,238.57,Dead
510.59,2837.56,Dead
630.52,3911.72,Dead
648.18,6173.12,Dead
675.29,5023.73,Dead
626.18,3325.37,Dead
588.84,4663.92,Dead
617.54,4170.61,Dead
938.08,356.45,Dead
667.81,4118.81,Dead
590.38,4410.51,Dead
589.28,4461.85,Dead
716.47,4785.32,Dead
869.16,7188.42,Dead
588.25,3714.12,Dead
647.08,6196.68,Dead
602.55,4010.14,Dead
663.33,6603.17,Dead
706.12,5471.28,Dead
600.73,5029.73,Dead
734.04,8995.54,Dead
678.44,6532.04,Dead
600.65,4859.61,Dead
1151.27,276.03,Dead
582.14,3953.19,Dead
693.01,6047.07,Dead
648.82,6385.66,Dead
664.91,5744.01,Dead
670.36,5343.5,Dead
616.84,4418.66,Dead
678.48,5220.72,Dead
603.32,3923.2,Dead
605.88,4531.71,Dead
632.03,4188.8,Dead
531.28,2359.69,Dead
708.68,5299.99,Dead
616.91,3553.09,Dead
721.6,6423.12,Dead
651.15,4694.68,Dead
739.04,5629.46,Dead
698.81,5559.72,Dead
864.28,7599.68,Dead
564.28,3509.39,Dead
760.29,7861.05,Dead
610.57,4731.67,Dead
635.04,4633.74,Dead
753.03,6523.82,Dead
636.51,5737.53,Dead
612.76,4554.36,Dead
566.05,2563.74,Dead
858.19,11029.19,Dead
620.72,4262.17,Dead
782.03,9947.85,Dead
577.34,3702.23,Dead
738.58,5879.67,Dead
735.03,3487.66,Dead
671.48,4970.78,Dead
610.43,4512.4,Dead
609.03,4253.32,Dead
738.41,8035.94,Dead
721.56,7112.61,Dead
606.48,2238.11,Dead
467.98,230.5,Dead
703.62,7512.71,Dead
713.95,5959.42,Dead
820.88,5119.46,Dead
741.34,7238.5,Dead
747.7,3677.79,Dead
700.72,5273.72,Dead
691.36,5029.01,Dead
720.27,5760.03,Dead
632.31,4526.45,Dead
634.12,3156.87,Dead
693.95,4763.29,Dead
618.34,3521.51,Dead
824.15,9308.82,Dead
603.76,3390.85,Dead
752.71,7830.47,Dead
772.55,7988.17,Dead
721.77,6649.18,Dead
698.66,5040.92,Dead
783.92,9077.09,Dead
709.05,5857.96,Dead
626.5,4207.93,Dead
626.48,4409.37,Dead
732.63,6377.93,Dead
656.04,239.89,Dead
718.21,6313.54,Dead
852.43,264.75,Dead
692.57,4735.53,Dead
698.3,7144.52,Dead
912.5,13436.97,Dead
792.84,7561,Dead
587.41,248.48,Dead
689.25,5994.71,Dead
718.8,5644.75,Dead
737.8,5187,Dead
1725.08,2530.36,Dead
584.9,3348.79,Dead
733.64,8167.03,Dead
731.54,251.75,Dead
725.08,7032.91,Dead
629.2,2094.8,Dead
875.34,12040.56,Dead
772.2,3040.47,Dead
685.84,5535.45,Dead
1047.06,7810.37,Dead
686.08,6090.68,Dead
631.75,235.42,Dead
775.29,8272.16,Dead
768.19,8467.46,Dead
719.24,6458.91,Dead
815.16,10292.48,Dead
749.44,7011.08,Dead
702.64,5858.49,Dead
810.07,7347.65,Dead
893.51,10102.55,Dead
714.7,2289.04,Dead
641.49,341.88,Dead
742,7172.77,Dead
790.45,3645.19,Dead
777.66,6344.48,Dead
669.5,4003.01,Dead
608.39,261.6,Dead
787.74,7358.98,Dead
878.56,6988.56,Dead
687.59,4796.93,Dead
734.12,7719.07,Dead
710.67,6545.54,Dead
733.58,6301.96,Dead
710.07,5657.22,Dead
1632.32,16649,Dead
812.66,7739.81,Dead
582.23,257.44,Dead
672.48,5474.22,Dead
998.04,7534.23,Dead
1380.06,313.28,Dead
680.41,4591,Dead
964.3,9036.02,Dead
744.95,6730.21,Dead
680.47,4909.72,Dead
766.88,8207.24,Dead
804.39,5982.79,Dead
798.72,9252.51,Dead
715.48,4416.7,Dead
807.48,8042.68,Dead
949.21,13971.18,Dead
711.36,4157.29,Dead
771.86,7464.76,Dead
724.21,2763.17,Dead
930.3,4503.2,Dead
726.05,5267.76,Dead
762.38,7124.41,Dead
817.96,6537.27,Dead
851.78,10077.51,Dead
723.45,6791.06,Dead
665.94,2298.3,Dead
877.26,9693.04,Dead
2221.68,10387.37,Dead
796.29,8095.74,Dead
812.73,8192.49,Dead
694.63,4564.3,Dead
760.13,6959.71,Dead
800.41,6846.27,Dead
1263.5,297.34,Dead
998.28,15225.31,Dead
673.06,4369.73,Dead
799.1,9045.48,Dead
694.48,3992.93,Dead
757.26,7461.83,Dead
830.07,8922.37,Dead
878.19,9965.31,Dead
850,9745.19,Dead
771.58,6547.99,Dead
803.65,5266.92,Dead
587.8,258.89,Dead
821.63,7394.28,Dead
894.2,12217.64,Dead
825.59,8987.6,Dead
1183.18,284.92,Dead
720.24,5430.69,Dead
875.97,7972.43,Dead
852.65,10325.96,Dead
769.67,261.07,Dead
1069.2,300.56,Dead
683.54,4156.36,Dead
939.25,11348.77,Dead
841.32,6795.39,Dead
962.16,6942.73,Dead
719.97,5024.71,Dead
819.87,3707.4,Dead
862.77,7850.67,Dead
927.77,14717.7,Dead
948.71,13986.76,Dead
811.73,6396.44,Dead
807.92,8925.87,Dead
849.49,10580.26,Dead
809.32,7587.44,Dead
735.98,5962.53,Dead
1133.28,19384.24,Dead
995.87,12105.75,Dead
757.05,6189.49,Dead
858.97,3962.13,Dead
866.75,6760.8,Dead
776.96,5533,Dead
789.68,6270.2,Dead
1205.68,307.14,Dead
846.25,5670.77,Dead
737.67,4933.76,Dead
687,4505.68,Dead
784.17,4823.77,Dead
712.08,247.98,Dead
951.27,10569.1,Dead
868.88,8232.34,Dead
763.72,260.09,Dead
818.03,6309.69,Dead
854.96,7226.94,Dead
938.02,8424.01,Dead
731.23,5147,Dead
877.28,288.74,Dead
794.54,7285.05,Dead
866.4,7426.19,Dead
951.91,7068.72,Dead
896.61,11646.16,Dead
968.51,10648.2,Dead
915.14,7027.81,Dead
723.27,4702.75,Dead
818.75,8864.33,Dead
807.92,6440.68,Dead
892.18,7444.54,Dead
949.6,7491.83,Dead
863.46,11181.33,Dead
889.29,6337.95,Dead
810.27,9247.01,Dead
850.96,6026.59,Dead
906.65,9942.49,Dead
911.92,10348.81,Dead
910.38,9250.27,Dead
956.04,10438.4,Dead
916.18,9632.36,Dead
889.71,8211.61,Dead
841.15,8009.25,Dead
1115.2,341.04,Dead
950.58,10004.04,Dead
1021.4,11471.32,Dead
904.55,7584.96,Dead
845.79,8801.51,Dead
887.68,296.5,Dead
927.48,6080.88,Dead
792.96,7505.82,Dead
901.13,9892.74,Dead
769.8,5130.55,Dead
807.53,7182.49,Dead
811.48,267.98,Dead
576.88,242.76,Dead
894.03,10381.64,Dead
929.97,13121.9,Dead
865.09,8859.78,Dead
977.68,9694.17,Dead
789.75,5081.18,Dead
1313.43,337.49,Dead
893.42,10293.29,Dead
915.36,9852.99,Dead
869.22,6328.54,Dead
940.34,11670.24,Dead
1426.54,333.54,Dead
1067.92,323.52,Dead
896.9,9111.2,Dead
850.79,6474.09,Dead
865.4,8879.42,Dead
896.7,10183.49,Dead
792.84,6512.95,Dead
1023.94,8995.1,Dead
775.83,6941.16,Dead
908.35,8359.29,Dead
1055.43,13468.6,Dead
911.98,10512.88,Dead
1015.2,17782.48,Dead
539.32,699.5,Dead
731.8,5872.19,Dead
892.29,383.76,Dead
839.14,7516.7,Dead
919.85,7219.84,Dead
856.93,6746.97,Dead
967.21,9632.78,Dead
716.54,273.37,Dead
824.91,8557.2,Dead
1128.85,352.02,Dead
864.74,8563.95,Dead
896.75,6370.62,Dead
805.77,4326.63,Dead
813.19,7322.9,Dead
831.23,7090.17,Dead
807.35,7852.53,Dead
1096.92,14191.57,Dead
886.41,8297.54,Dead
900.66,7353.24,Dead
932.24,9941.89,Dead
1020.14,11666.76,Dead
811.67,259.19,Dead
573.16,246.32,Dead
996.16,9727.23,Dead
884.37,10618.42,Dead
950.89,10046.64,Dead
953.05,6887.52,Dead
842.7,8873.2,Dead
1002.97,17126.31,Dead
814.82,3265.05,Dead
943.44,9596.95,Dead
807.39,10292.14,Dead
940.3,10736.53,Dead
890.18,9212.27,Dead
1019.34,12007.48,Dead
1041.34,14132.59,Dead
664.94,273.62,Dead
801.52,7203.29,Dead
854.35,10008.18,Dead
861.28,8403.67,Dead
790.11,8889.91,Dead
907.83,5978.58,Dead
768.61,5891.71,Dead
785.22,6305.05,Dead
1025.36,16295.77,Dead
752.87,5791.3,Dead
867.66,9853.83,Dead
834.24,9027.78,Dead
973.44,310.42,Dead
874.99,7398.22,Dead
812.16,7086.65,Dead
888.58,9089.76,Dead
857.24,3258.39,Dead
1016.81,11942.37,Dead
794.52,8982.61,Dead
940.44,8234.58,Dead
955.48,8210.91,Dead
942.49,11268.65,Dead
847.83,305.66,Dead
1049.88,12552.35,Dead
690.66,4460,Dead
761.18,5037.18,Dead
980.61,9982.95,Dead
976.32,7525.8,Dead
709.25,6458.1,Dead
884.57,10205.88,Dead
853.06,8435.26,Dead
801.68,7438.05,Dead
822.43,9844.61,Dead
797.67,9163.44,Dead
850.72,8660.8,Dead
1043.19,339.68,Dead
795.96,5283.18,Dead
1173.47,334.55,Dead
803.2,6156.74,Dead
956.55,11972.35,Dead
894.65,5513.32,Dead
831.77,9638.48,Dead
785.74,7259.78,Dead
593.3,5968.63,Dead
577.31,5357.65,Dead
822.01,316.47,Dead
779.84,8184.52,Dead
758.71,9423.28,Dead
663.47,6807.71,Dead
575.63,5113.17,Dead
608.68,5655.56,Dead
668.07,7107.51,Dead
540.06,5446.55,Dead
608.11,5794.01,Dead
532.75,4693.23,Dead
979.63,319.88,Dead
759.33,6626.13,Dead
739.86,9160.6,Dead
572.72,6839.52,Dead
1088.79,9517.44,Dead
1518.77,517.36,Dead
526.71,3256.59,Dead
568.52,6664.68,Dead
684.19,6332.56,Dead
1046.7,14007.4,Dead
580,6484.51,Dead
576.2,285.07,Dead
709.58,6362.51,Dead
501.42,4413.64,Dead
684.79,12242.98,Dead
640.1,6980.02,Dead
612,3292.82,Dead
641.98,7047.5,Dead
616.37,5742.01,Dead
846.96,15805.64,Dead
562.88,6039.67,Dead
623.17,7350.84,Dead
635.68,7305.58,Dead
594.39,6122,Dead
610.05,6499.54,Dead
610.31,5923.57,Dead
612.67,8233.21,Dead
599.17,6583.91,Dead
563.2,3993.55,Dead
527.52,4395.84,Dead
643.47,7059.36,Dead
635.32,8194.91,Dead
528.95,4916.4,Dead
529.11,4347.62,Dead
606.43,6146.68,Dead
508.9,4693.1,Dead
428.64,274.27,Dead
737.67,12293.98,Dead
569.04,5788.13,Dead
589.65,4957.3,Dead
852.4,8383.4,Dead
690.84,9907.13,Dead
624.02,3607.8,Dead
645.66,8078,Dead
603.93,6685.05,Dead
587.6,5815.72,Dead
773.62,7369.02,Dead
762.89,7444.72,Dead
557.71,5076.06,Dead
611.29,6390.5,Dead
622.9,5830.1,Dead
947.47,12922.61,Dead
607.84,5708.09,Dead
633.04,6560.04,Dead
628.56,5527.87,Dead
621.8,6270.9,Dead
520.5,264.96,Dead
741.32,9872.02,Dead
877.03,10805.88,Dead
705.53,312.4,Dead
544.41,4029.92,Dead
617.05,6747.16,Dead
698.36,8327.28,Dead
610.7,4402.34,Dead
749.01,9876.01,Dead
635.2,6749.66,Dead
553.3,4921.01,Dead
554.07,4879.99,Dead
919.36,13518.67,Dead
553.3,4948.58,Dead
600.74,5424.15,Dead
774.25,8492.65,Dead
892.21,339.74,Dead
587.95,5460.2,Dead
733.05,9039.28,Dead
596.95,6198.19,Dead
592.65,6930.99,Dead
545.47,4993.71,Dead
537.66,2338.13,Dead
669.83,8208.96,Dead
571.75,5485.05,Dead
658.83,5004.45,Dead
723.53,7125.58,Dead
629.49,6768.64,Dead
764.41,8778.9,Dead
657.03,8590.36,Dead
598.88,5571.96,Dead
601.52,5812.84,Dead
798.24,9342.12,Dead
747.02,9388.93,Dead
768.16,6712.89,Dead
819.14,14588.78,Dead
824.25,11436.89,Dead
720.48,11560.32,Dead
829.12,8461.3,Dead
628.33,5334.37,Dead
559.82,3335.36,Dead
615.82,313.36,Dead
598.45,6153.94,Dead
639.05,6179.09,Dead
660,8205.12,Dead
533.52,4532.27,Dead
715.08,10471.76,Dead
656.56,5201.56,Dead
599.72,6641.97,Dead
641.52,6541.62,Dead
550.36,4175.57,Dead
854.66,10066.4,Dead
845.21,12538.16,Dead
679.55,7697.52,Dead
696.28,8982.64,Dead
642.32,7565.23,Dead
589.41,3661.55,Dead
899,10415.67,Dead
861.83,295.64,Dead
636.07,6796.39,Dead
614.07,4104.84,Dead
733.93,7516.64,Dead
566.77,5849.87,Dead
746.77,9047.85,Dead
751.15,12162.53,Dead
657.25,6921.18,Dead
655.63,7311.52,Dead
789.65,7853.73,Dead
729.74,9280.24,Dead
652.82,6555.51,Dead
699.77,8513.17,Dead
799.13,8997.98,Dead
646.17,324.68,Dead
718.31,8400.03,Dead
885.49,12644,Dead
695.55,8017.51,Dead
751.36,11673.57,Dead
781.95,10993.74,Dead
772.24,5069.37,Dead
686.74,5277.95,Dead
641.03,2337.04,Dead
545.78,321.29,Dead
651.32,6141.6,Dead
757.34,9164.67,Dead
637.36,5250.71,Dead
834.04,9578.52,Dead
674.05,5000.32,Dead
1062.56,11377.41,Dead
698.41,8102.52,Dead
713.87,8363.17,Dead
759.77,6891.68,Dead
641.64,6543.04,Dead
657.26,6768.61,Dead
852.98,12361.34,Dead
904.85,8494.1,Dead
825.26,343.66,Dead
670.2,5629.56,Dead
636.12,4384.57,Dead
771.37,7593.15,Dead
1033.07,15690.95,Dead
707.17,8125.88,Dead
787.07,8090.48,Dead
1007.85,8854.63,Dead
854.07,8620.18,Dead
773.91,7068.76,Dead
685.79,6806.36,Dead
672.18,7695.59,Dead
832.74,8757.16,Dead
960.91,7318.68,Dead
734.63,8255.08,Dead
938.11,13366.88,Dead
864.06,12374.34,Dead
710.77,7145.29,Dead
666.4,5865.96,Dead
766.99,359.09,Dead
665.42,6989.51,Dead
647.03,5823.99,Dead
923.79,9102.43,Dead
782.78,13004.98,Dead
627.11,7037.9,Dead
704.16,7179.32,Dead
766.01,10979.76,Dead
692.41,5520.05,Dead
648.49,3326.34,Dead
829.71,12282.01,Dead
675.34,7524.61,Dead
974.58,9548.16,Dead
1081.9,8328.81,Dead
834.81,9972.77,Dead
574.19,4775.58,Dead
679.45,7055.48,Dead
725.9,8903.99,Dead
893.62,7174.71,Dead
686.01,7271.03,Dead
703.01,6642.56,Dead
624.12,5629.26,Dead
634.98,4692.18,Dead
842.67,7914.92,Dead
914.78,7557.57,Dead
735.33,10702.15,Dead
774.29,11837.33,Dead
726.29,8345.74,Dead
910.29,8714.54,Dead
769.17,6461.41,Dead
968.8,18216.18,Dead
996.61,366.25,Dead
1049.16,382.16,Dead
847.22,377.62,Dead
747.78,6895.16,Dead
973.76,5837.01,Dead
668.69,6555.49,Dead
679.49,6081.17,Dead
716.32,7437.53,Dead
873.87,15622.6,Dead
725.74,8024.79,Dead
695.99,8051.71,Dead
879.94,16092.43,Dead
680.4,5443.99,Dead
740.48,7801.68,Dead
872.2,8646.91,Dead
826.91,11241.78,Dead
721.59,6296.39,Dead
1076.97,9976.62,Dead
656.19,5522.94,Dead
762.29,5555.41,Dead
735.13,6375.09,Dead
805.83,7049.24,Dead
827.73,10028.35,Dead
825.93,8380.57,Dead
881.31,3772.92,Dead
696.61,4456.08,Dead
707.51,8602.51,Dead
704.86,6275.89,Dead
805.89,7904.5,Dead
718.97,7566.01,Dead
674.31,7590.47,Dead
783.32,6023.77,Dead
809.81,9357.31,Dead
695.11,8562.38,Dead
739.02,8256.62,Dead
936.31,3952.77,Dead
772,6903.35,Dead
718.56,7500.14,Dead
816.56,15211.22,Dead
746.17,8184.58,Dead
727.76,8544.59,Dead
758.77,4310.21,Dead
840.37,10364.09,Dead
854.22,9370.39,Dead
728.84,8836.84,Dead
878.9,14413.18,Dead
1133.13,17517.95,Dead
817.62,6258.02,Dead
904.23,11254.72,Dead
1163.56,411.96,Dead
814.44,9886.3,Dead
722.41,8933.07,Dead
742.41,6085.33,Dead
828.21,11648.51,Dead
811.28,10230.74,Dead
1004.48,15978,Dead
746.47,8490.02,Dead
976.26,17666.95,Dead
861.13,10767.66,Dead
860.31,8502.81,Dead
1091.48,19316.16,Dead
880.98,10778.23,Dead
759.63,8381.93,Dead
870.96,10891.7,Dead
953.57,11870.28,Dead
662.88,6300.26,Dead
865.9,7659.02,Dead
1024.63,15718.83,Dead
1048.13,10454.6,Dead
767.38,8436.59,Dead
830.79,8575.72,Dead
763.43,377.22,Dead
730.51,5697.26,Dead
887.28,14587.65,Dead
641.56,5679.46,Dead
823.55,11118.64,Dead
898.2,10970.39,Dead
802.66,8676.98,Dead
662.71,3989.79,Dead
723.27,7315.04,Dead
876.15,10546.99,Dead
825.1,12882.46,Dead
745.69,6907.11,Dead
722.47,4741.19,Dead
1023.11,411.18,Dead
746.06,6654.45,Dead
906.8,11859.5,Dead
850.24,5863.67,Dead
927.3,14180.25,Dead
928.9,15764.85,Dead
813.84,9730.61,Dead
860.89,9641.97,Dead
932.41,13676.64,Dead
790.13,8262.12,Dead
987.33,12237.03,Dead
708.24,6942.39,Dead
884.49,12536.6,Dead
683.63,1971.13,Dead
923.6,7503.14,Dead
896.1,11099.5,Dead
954.69,9597.77,Dead
725.9,8909.72,Dead
955,13811.27,Dead
763.13,5729.68,Dead
674.38,5023.3,Dead
981.75,9305.35,Dead
992,14917.47,Dead
714.35,7184.38,Dead
993.12,9683.53,Dead
856.34,8493.9,Dead
731.32,7660.16,Dead
947.59,7520,Dead
839.25,12046.85,Dead
944.89,7540.36,Dead
1009.41,10130.83,Dead
729.26,8444.38,Dead
753.81,7523.63,Dead
774.89,5253.71,Dead
922.21,5479.72,Dead
984.66,11486.96,Dead
579.44,316.16,Dead
730.87,4781.66,Dead
822.32,8221.33,Dead
1088.63,13142.11,Dead
834.44,9789.47,Dead
816.18,6295,Dead
763.26,7105.87,Dead
975.16,13139.66,Dead
781.51,7070.37,Dead
831.76,9070.09,Dead
635.91,366.07,Dead
814.33,7701.17,Dead
1135.25,11762.59,Dead
1264.19,21687.23,Dead
826.11,7779.25,Dead
826.71,366.09,Dead
873.65,13480.97,Dead
904.99,10678.72,Dead
860.2,7377.37,Dead
1154.48,347.48,Dead
1050.74,11354.37,Dead
1009.3,15372.62,Dead
728.6,6948.6,Dead
947.3,12448.15,Dead
830.22,460.04,Dead
793.84,8434.46,Dead
851.98,8019.59,Dead
778.03,8293.75,Dead
980.94,9588.15,Dead
1025.88,13484.54,Dead
1022.07,10844.38,Dead
954.48,9165.83,Dead
1093.36,367.25,Dead
1085.62,440.73,Dead
768.72,8630.24,Dead
922.08,11608.97,Dead
980.9,9340.29,Dead
1411.99,8997.43,Dead
805.29,5302.36,Dead
699.78,5835.32,Dead
831.57,9717.65,Dead
748.83,5217.04,Dead
960,11516.88,Dead
926.22,9630.4,Dead
810.44,8828.87,Dead
790.75,8196.68,Dead
829.92,9276.56,Dead
1095.26,15423.32,Dead
784.92,9132.64,Dead
995.47,10357.87,Dead
2122.63,572.68,Dead
982.53,12581.53,Dead
1161.27,13901.26,Dead
961.35,12168.16,Dead
830.32,8901.64,Dead
989.01,9994.25,Dead
972.39,11388.02,Dead
1025.95,9886.28,Dead
995.43,16512.31,Dead
1040.9,8942.85,Dead
773.44,5550.26,Dead
890.44,7065.83,Dead
932.69,11975.6,Dead
892.6,6524.66,Dead
954.18,9346.12,Dead
765,7355.93,Dead
796.97,4579.13,Dead
1154.71,22110.67,Dead
1308.07,21035.48,Dead
772.7,8069.41,Dead
885.47,5565.22,Dead
885.02,9807.57,Dead
850.38,8912.41,Dead
1038.16,15885.1,Dead
779.26,8576.44,Dead
848.7,7154.11,Dead
1060.8,6909.91,Dead
741.06,3631.82,Dead
1119.52,13983.98,Dead
859.78,8463.29,Dead
864.81,10320.56,Dead
867,13420.92,Dead
955.79,8490.79,Dead
1078.04,8769.9,Dead
876.4,10196.33,Dead
774.85,7303.38,Dead
942.78,14333.72,Dead
930.52,13919.65,Dead
978.31,10695.82,Dead
781.5,7865.78,Dead
966.53,10959.83,Dead
1497.65,400.88,Dead
981.68,556.2,Dead
905.56,10583.26,Dead
1095.15,9408.82,Dead
955.27,10473.65,Dead
1132.87,7954.71,Dead
1032.95,12220.84,Dead
955.2,8216.11,Dead
843.49,6301.24,Dead
930.76,9145.27,Dead
1248.44,507.93,Dead
1218.39,12625.7,Dead
810.64,9431.62,Dead
958.46,8131.76,Dead
782.27,8211.23,Dead
991.64,14945.1,Dead
1074.87,10422.85,Dead
887.14,10845.89,Dead
917.84,9196.13,Dead
1098.26,14296.51,Dead
918.57,11835.71,Dead
2420.96,528.76,Dead
1087.41,10887.64,Dead
833.32,10560.87,Dead
839.77,8496.29,Dead
1210.82,15052.43,Dead
979.52,14885.97,Dead
1024.97,8686.97,Dead
935.99,9170.04,Dead
1229.77,16035.26,Dead
845.53,7318.66,Dead
922.06,11240.82,Dead
1295.26,16648.66,Dead
911.37,9189.46,Dead
1081.76,12483.33,Dead
990.8,11689.65,Dead
1109.44,16172.68,Dead
1315.2,14836.06,Dead
1021.03,11141.47,Dead
956.64,12000.34,Dead
1109.12,14776.08,Dead
